region,category,parameter,mode,powertrain,year,unit,value
New Zealand,Historical,EV sales share,Buses,EV,2017,percent,0.02199999988079071
New Zealand,Historical,EV sales share,Buses,EV,2018,percent,0.4099999964237213
New Zealand,Historical,EV sales share,Buses,EV,2019,percent,0.7200000286102295
New Zealand,Historical,EV sales share,Buses,EV,2020,percent,1.2000000476837158
New Zealand,Historical,EV sales share,Buses,EV,2021,percent,3.700000047683716
Norway,Historical,EV sales share,Buses,EV,2016,percent,0.8199999928474426
Norway,Historical,EV sales share,Buses,EV,2017,percent,1.2999999523162842
Norway,Historical,EV sales share,Buses,EV,2018,percent,3.5999999046325684
Norway,Historical,EV sales share,Buses,EV,2019,percent,19
Norway,Historical,EV sales share,Buses,EV,2020,percent,23
Norway,Historical,EV sales share,Buses,EV,2021,percent,10
Other Europe,Historical,EV sales share,Buses,EV,2010,percent,0.07500000298023224
Other Europe,Historical,EV sales share,Buses,EV,2011,percent,0.061000000685453415
Other Europe,Historical,EV sales share,Buses,EV,2012,percent,0.14000000059604645
Other Europe,Historical,EV sales share,Buses,EV,2013,percent,0.10999999940395355
Other Europe,Historical,EV sales share,Buses,EV,2014,percent,0.02800000086426735
Other Europe,Historical,EV sales share,Buses,EV,2015,percent,0.06599999964237213
Other Europe,Historical,EV sales share,Buses,EV,2016,percent,0.47999998927116394
Other Europe,Historical,EV sales share,Buses,EV,2017,percent,0.6600000262260437
Other Europe,Historical,EV sales share,Buses,EV,2018,percent,0.8700000047683716
Other Europe,Historical,EV sales share,Buses,EV,2019,percent,1.2999999523162842
Other Europe,Historical,EV sales share,Buses,EV,2020,percent,0.6700000166893005
Other Europe,Historical,EV sales share,Buses,EV,2021,percent,0.9700000286102295
Poland,Historical,EV sales share,Buses,EV,2018,percent,1.100000023841858
Poland,Historical,EV sales share,Buses,EV,2019,percent,1
Poland,Historical,EV sales share,Buses,EV,2020,percent,5.199999809265137
Poland,Historical,EV sales share,Buses,EV,2021,percent,5.199999809265137
Portugal,Historical,EV sales share,Buses,EV,2017,percent,0.8299999833106995
Portugal,Historical,EV sales share,Buses,EV,2018,percent,2.4000000953674316
Portugal,Historical,EV sales share,Buses,EV,2019,percent,2.5
Portugal,Historical,EV sales share,Buses,EV,2020,percent,2.4000000953674316
Portugal,Historical,EV sales share,Buses,EV,2021,percent,1.7000000476837158
Spain,Historical,EV sales share,Buses,EV,2014,percent,0.5799999833106995
Spain,Historical,EV sales share,Buses,EV,2015,percent,0.07599999755620956
Spain,Historical,EV sales share,Buses,EV,2016,percent,0.8100000023841858
Spain,Historical,EV sales share,Buses,EV,2017,percent,0.3700000047683716
Spain,Historical,EV sales share,Buses,EV,2018,percent,1.7999999523162842
Spain,Historical,EV sales share,Buses,EV,2019,percent,3
Spain,Historical,EV sales share,Buses,EV,2020,percent,2.299999952316284
Spain,Historical,EV sales share,Buses,EV,2021,percent,7.099999904632568
Sweden,Historical,EV sales share,Buses,EV,2015,percent,0.9800000190734863
Sweden,Historical,EV sales share,Buses,EV,2016,percent,4.800000190734863
Sweden,Historical,EV sales share,Buses,EV,2017,percent,0.9200000166893005
Sweden,Historical,EV sales share,Buses,EV,2018,percent,4.199999809265137
Sweden,Historical,EV sales share,Buses,EV,2019,percent,12
Sweden,Historical,EV sales share,Buses,EV,2020,percent,9.899999618530273
Switzerland,Historical,EV sales share,Buses,EV,2016,percent,0.10000000149011612
Switzerland,Historical,EV sales share,Buses,EV,2017,percent,0.03799999877810478
Switzerland,Historical,EV sales share,Buses,EV,2018,percent,0.1899999976158142
Switzerland,Historical,EV sales share,Buses,EV,2019,percent,0.17000000178813934
Switzerland,Historical,EV sales share,Buses,EV,2020,percent,0.039000000804662704
Switzerland,Historical,EV sales share,Buses,EV,2021,percent,5.400000095367432
United Kingdom,Historical,EV sales share,Buses,EV,2010,percent,0.06300000101327896
United Kingdom,Historical,EV sales share,Buses,EV,2011,percent,0.1599999964237213
United Kingdom,Historical,EV sales share,Buses,EV,2012,percent,0.18000000715255737
United Kingdom,Historical,EV sales share,Buses,EV,2013,percent,0.25999999046325684
United Kingdom,Historical,EV sales share,Buses,EV,2014,percent,0.5400000214576721
United Kingdom,Historical,EV sales share,Buses,EV,2015,percent,0.23999999463558197
United Kingdom,Historical,EV sales share,Buses,EV,2016,percent,2.5999999046325684
United Kingdom,Historical,EV sales share,Buses,EV,2017,percent,1.7999999523162842
United Kingdom,Historical,EV sales share,Buses,EV,2018,percent,1.7999999523162842
United Kingdom,Historical,EV sales share,Buses,EV,2019,percent,1.600000023841858
United Kingdom,Historical,EV sales share,Buses,EV,2020,percent,3.799999952316284
United Kingdom,Historical,EV sales share,Buses,EV,2021,percent,11
World,Historical,EV sales share,Buses,EV,2010,percent,0.1899999976158142
World,Historical,EV sales share,Buses,EV,2011,percent,0.3400000035762787
World,Historical,EV sales share,Buses,EV,2012,percent,0.3400000035762787
World,Historical,EV sales share,Buses,EV,2013,percent,0.6100000143051147
World,Historical,EV sales share,Buses,EV,2014,percent,2.5999999046325684
World,Historical,EV sales share,Buses,EV,2015,percent,11
World,Historical,EV sales share,Buses,EV,2016,percent,12
World,Historical,EV sales share,Buses,EV,2017,percent,14
World,Historical,EV sales share,Buses,EV,2018,percent,12
World,Historical,EV sales share,Buses,EV,2019,percent,12
World,Historical,EV sales share,Buses,EV,2020,percent,9.800000190734863
World,Historical,EV sales share,Buses,EV,2021,percent,14
