region,category,parameter,mode,powertrain,year,unit,value
USA,Historical,Oil displacement Mbd,Cars,EV,2013,Milion barrels per day,0.0044999998062849045
USA,Historical,Oil displacement Mbd,Cars,EV,2014,Milion barrels per day,0.00839999970048666
USA,Historical,Oil displacement Mbd,Cars,EV,2015,Milion barrels per day,0.010999999940395355
USA,Historical,Oil displacement Mbd,Cars,EV,2016,Milion barrels per day,0.014000000432133675
USA,Historical,Oil displacement Mbd,Cars,EV,2017,Milion barrels per day,0.01899999938905239
USA,Historical,Oil displacement Mbd,Cars,EV,2018,Milion barrels per day,0.028999999165534973
USA,Historical,Oil displacement Mbd,Cars,EV,2019,Milion barrels per day,0.039000000804662704
USA,Historical,Oil displacement Mbd,Cars,EV,2020,Milion barrels per day,0.0430000014603138
USA,Historical,Oil displacement Mbd,Cars,EV,2021,Milion barrels per day,0.05900000035762787
World,Historical,Oil displacement Mbd,Cars,EV,2010,Milion barrels per day,0.00039000000106170774
World,Historical,Oil displacement Mbd,Cars,EV,2011,Milion barrels per day,0.0013000000035390258
World,Historical,Oil displacement Mbd,Cars,EV,2012,Milion barrels per day,0.003000000026077032
World,Historical,Oil displacement Mbd,Cars,EV,2013,Milion barrels per day,0.007000000216066837
World,Historical,Oil displacement Mbd,Cars,EV,2014,Milion barrels per day,0.013000000268220901
World,Historical,Oil displacement Mbd,Cars,EV,2015,Milion barrels per day,0.019999999552965164
World,Historical,Oil displacement Mbd,Cars,EV,2016,Milion barrels per day,0.029999999329447746
World,Historical,Oil displacement Mbd,Cars,EV,2017,Milion barrels per day,0.04500000178813934
World,Historical,Oil displacement Mbd,Cars,EV,2018,Milion barrels per day,0.07199999690055847
World,Historical,Oil displacement Mbd,Cars,EV,2019,Milion barrels per day,0.10000000149011612
World,Historical,Oil displacement Mbd,Cars,EV,2020,Milion barrels per day,0.12999999523162842
World,Historical,Oil displacement Mbd,Cars,EV,2021,Milion barrels per day,0.2199999988079071
