Medium,Date,Economy,Frequency,Dataset,Source,Drive,Vehicle Type,Transport Type,Value,Measure,Unit,Fuel,Scope
road,2017-12-31,01_AUS,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,All,All,passenger,801.2450618917852,Energy,PJ,all,national
road,2017-12-31,02_BD,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,All,All,passenger,15.406740394484297,Energy,PJ,all,national
road,2017-12-31,03_CDA,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,All,All,passenger,1056.7118780462758,Energy,PJ,all,national
road,2017-12-31,04_CHL,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,All,All,passenger,213.83576073371742,Energy,PJ,all,national
road,2017-12-31,05_PRC,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,All,All,passenger,5228.361340810985,Energy,PJ,all,national
road,2017-12-31,06_HKC,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,All,All,passenger,35.1763001201462,Energy,PJ,all,national
road,2017-12-31,07_INA,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,All,All,passenger,1308.8257469727625,Energy,PJ,all,national
road,2017-12-31,08_JPN,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,All,All,passenger,1694.5431682510957,Energy,PJ,all,national
road,2017-12-31,09_ROK,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,All,All,passenger,634.0773414817725,Energy,PJ,all,national
road,2017-12-31,10_MAS,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,All,All,passenger,529.4136826045869,Energy,PJ,all,national
road,2017-12-31,11_MEX,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,All,All,passenger,1367.7957031978117,Energy,PJ,all,national
road,2017-12-31,12_NZ,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,All,All,passenger,140.98867116625166,Energy,PJ,all,national
road,2017-12-31,13_PNG,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,All,All,passenger,11.987443553166512,Energy,PJ,all,national
road,2017-12-31,14_PE,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,All,All,passenger,115.44889931842015,Energy,PJ,all,national
road,2017-12-31,15_RP,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,All,All,passenger,282.63713097571906,Energy,PJ,all,national
road,2017-12-31,16_RUS,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,All,All,passenger,1473.4990979283841,Energy,PJ,all,national
road,2017-12-31,17_SIN,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,All,All,passenger,39.295381999121,Energy,PJ,all,national
road,2017-12-31,18_CT,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,All,All,passenger,313.52121694205357,Energy,PJ,all,national
road,2017-12-31,19_THA,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,All,All,passenger,640.9529378947284,Energy,PJ,all,national
road,2017-12-31,20_USA,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,All,All,passenger,13785.448952724542,Energy,PJ,all,national
road,2017-12-31,21_VN,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,All,All,passenger,324.8630493617576,Energy,PJ,all,national
ship,2017-12-31,01_AUS,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,passenger,3.7734986539251456,Energy,PJ,all,national
ship,2017-12-31,03_CDA,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,passenger,0.0,Energy,PJ,all,national
ship,2017-12-31,04_CHL,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,passenger,0.0,Energy,PJ,all,national
ship,2017-12-31,05_PRC,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,passenger,0.0,Energy,PJ,all,national
ship,2017-12-31,06_HKC,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,passenger,5.830644882779893,Energy,PJ,all,national
ship,2017-12-31,07_INA,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,passenger,0.0032398062638416456,Energy,PJ,all,national
ship,2017-12-31,08_JPN,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,passenger,4.144267693760768,Energy,PJ,all,national
ship,2017-12-31,09_ROK,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,passenger,0.5607167226471563,Energy,PJ,all,national
ship,2017-12-31,10_MAS,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,passenger,0.017738393061704237,Energy,PJ,all,national
ship,2017-12-31,11_MEX,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,passenger,1.251238676385531,Energy,PJ,all,national
ship,2017-12-31,12_NZ,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,passenger,0.21525284218513405,Energy,PJ,all,national
ship,2017-12-31,13_PNG,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,passenger,0.18124435870387856,Energy,PJ,all,national
ship,2017-12-31,14_PE,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,passenger,0.1791209796361584,Energy,PJ,all,national
ship,2017-12-31,15_RP,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,passenger,26.927108801926636,Energy,PJ,all,national
ship,2017-12-31,16_RUS,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,passenger,1.6652351138466372,Energy,PJ,all,national
ship,2017-12-31,17_SIN,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,passenger,1.7900362485898347,Energy,PJ,all,national
ship,2017-12-31,18_CT,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,passenger,0.0,Energy,PJ,all,national
ship,2017-12-31,19_THA,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,passenger,19.599735775423774,Energy,PJ,all,national
ship,2017-12-31,20_USA,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,passenger,246.431669593863,Energy,PJ,all,national
ship,2017-12-31,21_VN,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,passenger,6.038196067690999,Energy,PJ,all,national
air,2017-12-31,01_AUS,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,freight,16.877537961845576,Energy,PJ,all,national
air,2017-12-31,03_CDA,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,freight,5.534209995043739,Energy,PJ,all,national
air,2017-12-31,04_CHL,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,freight,0.01340165986552222,Energy,PJ,all,national
air,2017-12-31,05_PRC,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,freight,222.6197642321846,Energy,PJ,all,national
air,2017-12-31,06_HKC,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,freight,0.07361620417804875,Energy,PJ,all,national
air,2017-12-31,07_INA,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,freight,4.753803136142551,Energy,PJ,all,national
air,2017-12-31,08_JPN,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,freight,14.858883104524665,Energy,PJ,all,national
air,2017-12-31,09_ROK,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,freight,4.4612332279377895,Energy,PJ,all,national
air,2017-12-31,10_MAS,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,freight,20.614074217921043,Energy,PJ,all,national
air,2017-12-31,11_MEX,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,freight,0.019992363848361783,Energy,PJ,all,national
air,2017-12-31,12_NZ,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,freight,0.0,Energy,PJ,all,national
air,2017-12-31,13_PNG,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,freight,0.4111158678939262,Energy,PJ,all,national
air,2017-12-31,14_PE,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,freight,11.091867399534607,Energy,PJ,all,national
air,2017-12-31,15_RP,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,freight,2.6142584512938356,Energy,PJ,all,national
air,2017-12-31,16_RUS,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,freight,0.0,Energy,PJ,all,national
air,2017-12-31,18_CT,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,freight,0.010247684948666347,Energy,PJ,all,national
air,2017-12-31,19_THA,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,freight,0.1462068054112855,Energy,PJ,all,national
air,2017-12-31,20_USA,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,freight,298.8928980545552,Energy,PJ,all,national
air,2017-12-31,21_VN,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,freight,1.0956517909579198,Energy,PJ,all,national
rail,2017-12-31,01_AUS,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,freight,47.59694991264453,Energy,PJ,all,national
rail,2017-12-31,03_CDA,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,freight,89.48447135303525,Energy,PJ,all,national
rail,2017-12-31,04_CHL,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,freight,2.7814349947895707,Energy,PJ,all,national
rail,2017-12-31,05_PRC,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,freight,395.8018026545545,Energy,PJ,all,national
rail,2017-12-31,06_HKC,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,freight,0.0028165223906220227,Energy,PJ,all,national
rail,2017-12-31,07_INA,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,freight,0.2469380397527159,Energy,PJ,all,national
rail,2017-12-31,08_JPN,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,freight,4.211171115705767,Energy,PJ,all,national
rail,2017-12-31,09_ROK,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,freight,1.9826758208171018,Energy,PJ,all,national
rail,2017-12-31,10_MAS,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,freight,0.7132379004190019,Energy,PJ,all,national
rail,2017-12-31,11_MEX,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,freight,26.305602279157345,Energy,PJ,all,national
rail,2017-12-31,12_NZ,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,freight,1.503104333699613,Energy,PJ,all,national
rail,2017-12-31,14_PE,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,freight,0.1896123829488399,Energy,PJ,all,national
rail,2017-12-31,15_RP,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,freight,0.049209330018490094,Energy,PJ,all,national
rail,2017-12-31,16_RUS,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,freight,233.37849862425804,Energy,PJ,all,national
rail,2017-12-31,17_SIN,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,freight,0.0,Energy,PJ,all,national
rail,2017-12-31,18_CT,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,freight,0.1757015444754595,Energy,PJ,all,national
rail,2017-12-31,19_THA,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,freight,0.436902792747071,Energy,PJ,all,national
rail,2017-12-31,20_USA,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,freight,484.32142419773294,Energy,PJ,all,national
rail,2017-12-31,21_VN,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,freight,0.7914440311731352,Energy,PJ,all,national
road,2017-12-31,01_AUS,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,All,All,freight,339.8580671482149,Energy,PJ,all,national
road,2017-12-31,02_BD,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,All,All,freight,3.3677425812146833,Energy,PJ,all,national
road,2017-12-31,03_CDA,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,All,All,freight,1134.9242663937246,Energy,PJ,all,national
road,2017-12-31,04_CHL,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,All,All,freight,128.5084082662826,Energy,PJ,all,national
road,2017-12-31,05_PRC,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,All,All,freight,3935.0414150133183,Energy,PJ,all,national
road,2017-12-31,06_HKC,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,All,All,freight,41.103737917807784,Energy,PJ,all,national
road,2017-12-31,07_INA,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,All,All,freight,539.2792746920895,Energy,PJ,all,national
road,2017-12-31,08_JPN,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,All,All,freight,949.0144934689047,Energy,PJ,all,national
road,2017-12-31,09_ROK,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,All,All,freight,770.3365703182276,Energy,PJ,all,national
road,2017-12-31,10_MAS,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,All,All,freight,340.56119880522715,Energy,PJ,all,national
road,2017-12-31,11_MEX,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,All,All,freight,724.4033969581888,Energy,PJ,all,national
road,2017-12-31,12_NZ,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,All,All,freight,58.508162033748334,Energy,PJ,all,national
road,2017-12-31,13_PNG,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,All,All,freight,6.02942571763864,Energy,PJ,all,national
road,2017-12-31,14_PE,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,All,All,freight,219.79720595169152,Energy,PJ,all,national
road,2017-12-31,15_RP,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,All,All,freight,151.70422101404063,Energy,PJ,all,national
road,2017-12-31,16_RUS,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,All,All,freight,639.6648128888162,Energy,PJ,all,national
road,2017-12-31,17_SIN,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,All,All,freight,21.833552793514123,Energy,PJ,all,national
road,2017-12-31,18_CT,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,All,All,freight,129.08439934147782,Energy,PJ,all,national
road,2017-12-31,19_THA,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,All,All,freight,416.4489082242767,Energy,PJ,all,national
road,2017-12-31,20_USA,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,All,All,freight,8385.62943619506,Energy,PJ,all,national
road,2017-12-31,21_VN,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,All,All,freight,135.32761175222902,Energy,PJ,all,national
ship,2017-12-31,01_AUS,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,freight,21.917543506074853,Energy,PJ,all,national
ship,2017-12-31,03_CDA,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,freight,45.7470702,Energy,PJ,all,national
ship,2017-12-31,04_CHL,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,freight,15.93203004,Energy,PJ,all,national
ship,2017-12-31,05_PRC,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,freight,1291.0369338617936,Energy,PJ,all,national
ship,2017-12-31,06_HKC,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,freight,1.627921113884204,Energy,PJ,all,national
ship,2017-12-31,07_INA,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,freight,0.004819440082885254,Energy,PJ,all,national
ship,2017-12-31,08_JPN,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,freight,127.19439226623923,Energy,PJ,all,national
ship,2017-12-31,09_ROK,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,freight,17.209318517352845,Energy,PJ,all,national
ship,2017-12-31,10_MAS,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,freight,0.017823017551892466,Energy,PJ,all,national
ship,2017-12-31,11_MEX,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,freight,26.849763244814472,Energy,PJ,all,national
ship,2017-12-31,12_NZ,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,freight,3.8317080378148662,Energy,PJ,all,national
ship,2017-12-31,13_PNG,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,freight,0.08780111936852802,Energy,PJ,all,national
ship,2017-12-31,14_PE,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,freight,0.4179489524843705,Energy,PJ,all,national
ship,2017-12-31,15_RP,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,freight,13.464203251688446,Energy,PJ,all,national
ship,2017-12-31,16_RUS,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,freight,16.329924362153363,Energy,PJ,all,national
ship,2017-12-31,17_SIN,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,freight,0.020026915112606902,Energy,PJ,all,national
ship,2017-12-31,18_CT,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,freight,6.892042456008,Energy,PJ,all,national
ship,2017-12-31,19_THA,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,freight,37.76737914457623,Energy,PJ,all,national
ship,2017-12-31,20_USA,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,freight,93.68958912173699,Energy,PJ,all,national
ship,2017-12-31,21_VN,Yearly,EGEDA_split_into_transport_types_using_8th,EGEDA_9th_cleansed,,,freight,46.815844971212776,Energy,PJ,all,national
