Measure,Medium,Value,Unit,Economy,Sheet,Transport Type,Vehicle Type,Fuel_Type,Source,Comments,Scope,Frequency,Date,Dataset,Drive
passenger_km,rail,13210000000.0,passenger_km,01_AUS,TAS-PAT-001(4),passenger,,,Country Official Statistics,,National,Yearly,2007-12-31,ATO,rail
passenger_km,rail,14280000000.0,passenger_km,01_AUS,TAS-PAT-001(4),passenger,,,Country Official Statistics,,National,Yearly,2008-12-31,ATO,rail
passenger_km,rail,15000000000.0,passenger_km,01_AUS,TAS-PAT-001(4),passenger,,,Country Official Statistics,,National,Yearly,2009-12-31,ATO,rail
passenger_km,rail,14990000000.0,passenger_km,01_AUS,TAS-PAT-001(4),passenger,,,Country Official Statistics,,National,Yearly,2010-12-31,ATO,rail
passenger_km,rail,15280000000.0,passenger_km,01_AUS,TAS-PAT-001(4),passenger,,,Country Official Statistics,,National,Yearly,2011-12-31,ATO,rail
passenger_km,rail,15570000000.0,passenger_km,01_AUS,TAS-PAT-001(4),passenger,,,Country Official Statistics,,National,Yearly,2012-12-31,ATO,rail
passenger_km,rail,15540000000.0,passenger_km,01_AUS,TAS-PAT-001(4),passenger,,,Country Official Statistics,,National,Yearly,2013-12-31,ATO,rail
passenger_km,rail,15570000000.0,passenger_km,01_AUS,TAS-PAT-001(4),passenger,,,Country Official Statistics,,National,Yearly,2014-12-31,ATO,rail
passenger_km,rail,16020000000.0,passenger_km,01_AUS,TAS-PAT-001(4),passenger,,,Country Official Statistics,,National,Yearly,2015-12-31,ATO,rail
passenger_km,rail,16500000000.0,passenger_km,01_AUS,TAS-PAT-001(4),passenger,,,Country Official Statistics,,National,Yearly,2016-12-31,ATO,rail
passenger_km,rail,17040000000.0,passenger_km,01_AUS,TAS-PAT-001(4),passenger,,,Country Official Statistics,,National,Yearly,2017-12-31,ATO,rail
passenger_km,rail,17590000000.0,passenger_km,01_AUS,TAS-PAT-001(4),passenger,,,Country Official Statistics,,National,Yearly,2018-12-31,ATO,rail
revenue_passenger_km,air,69380000000.0,revenue passenger kilometers,01_AUS,TAS-PAT-003(2),passenger,,,International Council on Clean Transportation (ICCT),,National,Yearly,2013-12-31,ATO,air
revenue_passenger_km,air,76090000000.0,revenue passenger kilometers,01_AUS,TAS-PAT-003(2),passenger,,,International Council on Clean Transportation (ICCT),,National,Yearly,2018-12-31,ATO,air
revenue_passenger_km,air,72170000000.0,revenue passenger kilometers,01_AUS,TAS-PAT-003(2),passenger,,,International Council on Clean Transportation (ICCT),,National,Yearly,2019-12-31,ATO,air
passenger_km,road,17730000000.0,passenger_km,01_AUS,TAS-PAT-004,passenger,bus,,Country Official Statistics,,National,Yearly,1990-12-31,ATO,all
passenger_km,road,17040000000.0,passenger_km,01_AUS,TAS-PAT-004,passenger,bus,,Country Official Statistics,,National,Yearly,1991-12-31,ATO,all
passenger_km,road,16570000000.0,passenger_km,01_AUS,TAS-PAT-004,passenger,bus,,Country Official Statistics,,National,Yearly,1992-12-31,ATO,all
passenger_km,road,16510000000.0,passenger_km,01_AUS,TAS-PAT-004,passenger,bus,,Country Official Statistics,,National,Yearly,1993-12-31,ATO,all
passenger_km,road,16310000000.0,passenger_km,01_AUS,TAS-PAT-004,passenger,bus,,Country Official Statistics,,National,Yearly,1994-12-31,ATO,all
passenger_km,road,16100000000.0,passenger_km,01_AUS,TAS-PAT-004,passenger,bus,,Country Official Statistics,,National,Yearly,1995-12-31,ATO,all
passenger_km,road,16620000000.0,passenger_km,01_AUS,TAS-PAT-004,passenger,bus,,Country Official Statistics,,National,Yearly,1996-12-31,ATO,all
passenger_km,road,16430000000.0,passenger_km,01_AUS,TAS-PAT-004,passenger,bus,,Country Official Statistics,,National,Yearly,1997-12-31,ATO,all
passenger_km,road,16590000000.0,passenger_km,01_AUS,TAS-PAT-004,passenger,bus,,Country Official Statistics,,National,Yearly,1998-12-31,ATO,all
passenger_km,road,16650000000.0,passenger_km,01_AUS,TAS-PAT-004,passenger,bus,,Country Official Statistics,,National,Yearly,1999-12-31,ATO,all
passenger_km,road,17000000000.0,passenger_km,01_AUS,TAS-PAT-004,passenger,bus,,Country Official Statistics,,National,Yearly,2000-12-31,ATO,all
passenger_km,road,17260000000.0,passenger_km,01_AUS,TAS-PAT-004,passenger,bus,,Country Official Statistics,,National,Yearly,2001-12-31,ATO,all
passenger_km,road,17350000000.0,passenger_km,01_AUS,TAS-PAT-004,passenger,bus,,Country Official Statistics,,National,Yearly,2002-12-31,ATO,all
passenger_km,road,17690000000.0,passenger_km,01_AUS,TAS-PAT-004,passenger,bus,,Country Official Statistics,,National,Yearly,2003-12-31,ATO,all
passenger_km,road,17760000000.0,passenger_km,01_AUS,TAS-PAT-004,passenger,bus,,Country Official Statistics,,National,Yearly,2004-12-31,ATO,all
passenger_km,road,17840000000.0,passenger_km,01_AUS,TAS-PAT-004,passenger,bus,,Country Official Statistics,,National,Yearly,2005-12-31,ATO,all
passenger_km,road,18270000000.0,passenger_km,01_AUS,TAS-PAT-004,passenger,bus,,Country Official Statistics,,National,Yearly,2006-12-31,ATO,all
passenger_km,road,18530000000.0,passenger_km,01_AUS,TAS-PAT-004,passenger,bus,,Country Official Statistics,,National,Yearly,2007-12-31,ATO,all
passenger_km,road,18880000000.0,passenger_km,01_AUS,TAS-PAT-004,passenger,bus,,Country Official Statistics,,National,Yearly,2008-12-31,ATO,all
passenger_km,road,19240000000.0,passenger_km,01_AUS,TAS-PAT-004,passenger,bus,,Country Official Statistics,,National,Yearly,2009-12-31,ATO,all
passenger_km,road,19540000000.0,passenger_km,01_AUS,TAS-PAT-004,passenger,bus,,Country Official Statistics,,National,Yearly,2010-12-31,ATO,all
passenger_km,road,19930000000.0,passenger_km,01_AUS,TAS-PAT-004,passenger,bus,,Country Official Statistics,,National,Yearly,2011-12-31,ATO,all
passenger_km,road,20410000000.0,passenger_km,01_AUS,TAS-PAT-004,passenger,bus,,Country Official Statistics,,National,Yearly,2012-12-31,ATO,all
passenger_km,road,20770000000.0,passenger_km,01_AUS,TAS-PAT-004,passenger,bus,,Country Official Statistics,,National,Yearly,2013-12-31,ATO,all
passenger_km,road,21170000000.0,passenger_km,01_AUS,TAS-PAT-004,passenger,bus,,Country Official Statistics,,National,Yearly,2014-12-31,ATO,all
passenger_km,road,21300000000.0,passenger_km,01_AUS,TAS-PAT-004,passenger,bus,,Country Official Statistics,,National,Yearly,2015-12-31,ATO,all
passenger_km,road,21630000000.0,passenger_km,01_AUS,TAS-PAT-004,passenger,bus,,Country Official Statistics,,National,Yearly,2016-12-31,ATO,all
passenger_km,road,22090000000.0,passenger_km,01_AUS,TAS-PAT-004,passenger,bus,,Country Official Statistics,,National,Yearly,2017-12-31,ATO,all
passenger_km,road,22530000000.0,passenger_km,01_AUS,TAS-PAT-004,passenger,bus,,Country Official Statistics,,National,Yearly,2018-12-31,ATO,all
passenger_km,road,22080000000.0,passenger_km,01_AUS,TAS-PAT-004,passenger,bus,,Country Official Statistics,,National,Yearly,2019-12-31,ATO,all
passenger_km,road,16810000000.0,passenger_km,01_AUS,TAS-PAT-004,passenger,bus,,Country Official Statistics,,National,Yearly,2020-12-31,ATO,all
passenger_km,road,12970000000.0,passenger_km,01_AUS,TAS-PAT-004,passenger,bus,,Country Official Statistics,,National,Yearly,2021-12-31,ATO,all
passenger_km,rail,135000000.0,passenger_km,01_AUS,TAS-PAT-005,passenger,High Speed Rail,,International Union of Railways (UIC),,National,Yearly,2001-12-31,ATO,rail
passenger_km,rail,137000000.0,passenger_km,01_AUS,TAS-PAT-005,passenger,High Speed Rail,,International Union of Railways (UIC),,National,Yearly,2002-12-31,ATO,rail
revenue_passenger_km,air,103600000000.0,revenue passenger kilometers,01_AUS,TAS-PAT-013,passenger,,,International Council on Clean Transportation (ICCT),,Regional,Yearly,2013-12-31,ATO,air
revenue_passenger_km,air,144410000000.0,revenue passenger kilometers,01_AUS,TAS-PAT-013,passenger,,,International Council on Clean Transportation (ICCT),,Regional,Yearly,2018-12-31,ATO,air
revenue_passenger_km,air,144900000000.0,revenue passenger kilometers,01_AUS,TAS-PAT-013,passenger,,,International Council on Clean Transportation (ICCT),,Regional,Yearly,2019-12-31,ATO,air
passenger_km,air,11260000000.0,passenger_km,01_AUS,TAS-PAT-017(1),passenger,,,Country Official Statistics,,"National, International",Yearly,1990-12-31,ATO,air
passenger_km,air,15980000000.0,passenger_km,01_AUS,TAS-PAT-017(1),passenger,,,Country Official Statistics,,"National, International",Yearly,1991-12-31,ATO,air
passenger_km,air,20720000000.0,passenger_km,01_AUS,TAS-PAT-017(1),passenger,,,Country Official Statistics,,"National, International",Yearly,1992-12-31,ATO,air
passenger_km,air,20990000000.0,passenger_km,01_AUS,TAS-PAT-017(1),passenger,,,Country Official Statistics,,"National, International",Yearly,1993-12-31,ATO,air
passenger_km,air,24430000000.0,passenger_km,01_AUS,TAS-PAT-017(1),passenger,,,Country Official Statistics,,"National, International",Yearly,1994-12-31,ATO,air
passenger_km,air,26980000000.0,passenger_km,01_AUS,TAS-PAT-017(1),passenger,,,Country Official Statistics,,"National, International",Yearly,1995-12-31,ATO,air
passenger_km,air,28980000000.0,passenger_km,01_AUS,TAS-PAT-017(1),passenger,,,Country Official Statistics,,"National, International",Yearly,1996-12-31,ATO,air
passenger_km,air,29980000000.0,passenger_km,01_AUS,TAS-PAT-017(1),passenger,,,Country Official Statistics,,"National, International",Yearly,1997-12-31,ATO,air
passenger_km,air,30440000000.0,passenger_km,01_AUS,TAS-PAT-017(1),passenger,,,Country Official Statistics,,"National, International",Yearly,1998-12-31,ATO,air
passenger_km,air,31060000000.0,passenger_km,01_AUS,TAS-PAT-017(1),passenger,,,Country Official Statistics,,"National, International",Yearly,1999-12-31,ATO,air
passenger_km,air,32840000000.0,passenger_km,01_AUS,TAS-PAT-017(1),passenger,,,Country Official Statistics,,"National, International",Yearly,2000-12-31,ATO,air
passenger_km,air,35680000000.0,passenger_km,01_AUS,TAS-PAT-017(1),passenger,,,Country Official Statistics,,"National, International",Yearly,2001-12-31,ATO,air
passenger_km,air,33010000000.0,passenger_km,01_AUS,TAS-PAT-017(1),passenger,,,Country Official Statistics,,"National, International",Yearly,2002-12-31,ATO,air
passenger_km,air,35830000000.0,passenger_km,01_AUS,TAS-PAT-017(1),passenger,,,Country Official Statistics,,"National, International",Yearly,2003-12-31,ATO,air
passenger_km,air,41150000000.0,passenger_km,01_AUS,TAS-PAT-017(1),passenger,,,Country Official Statistics,,"National, International",Yearly,2004-12-31,ATO,air
passenger_km,air,45900000000.0,passenger_km,01_AUS,TAS-PAT-017(1),passenger,,,Country Official Statistics,,"National, International",Yearly,2005-12-31,ATO,air
passenger_km,air,48700000000.0,passenger_km,01_AUS,TAS-PAT-017(1),passenger,,,Country Official Statistics,,"National, International",Yearly,2006-12-31,ATO,air
passenger_km,air,53010000000.0,passenger_km,01_AUS,TAS-PAT-017(1),passenger,,,Country Official Statistics,,"National, International",Yearly,2007-12-31,ATO,air
passenger_km,air,57240000000.0,passenger_km,01_AUS,TAS-PAT-017(1),passenger,,,Country Official Statistics,,"National, International",Yearly,2008-12-31,ATO,air
passenger_km,air,58630000000.0,passenger_km,01_AUS,TAS-PAT-017(1),passenger,,,Country Official Statistics,,"National, International",Yearly,2009-12-31,ATO,air
passenger_km,air,60220000000.0,passenger_km,01_AUS,TAS-PAT-017(1),passenger,,,Country Official Statistics,,"National, International",Yearly,2010-12-31,ATO,air
passenger_km,air,64560000000.0,passenger_km,01_AUS,TAS-PAT-017(1),passenger,,,Country Official Statistics,,"National, International",Yearly,2011-12-31,ATO,air
passenger_km,air,66430000000.0,passenger_km,01_AUS,TAS-PAT-017(1),passenger,,,Country Official Statistics,,"National, International",Yearly,2012-12-31,ATO,air
passenger_km,air,69670000000.0,passenger_km,01_AUS,TAS-PAT-017(1),passenger,,,Country Official Statistics,,"National, International",Yearly,2013-12-31,ATO,air
passenger_km,air,70860000000.0,passenger_km,01_AUS,TAS-PAT-017(1),passenger,,,Country Official Statistics,,"National, International",Yearly,2014-12-31,ATO,air
passenger_km,air,70130000000.0,passenger_km,01_AUS,TAS-PAT-017(1),passenger,,,Country Official Statistics,,"National, International",Yearly,2015-12-31,ATO,air
passenger_km,air,71440000000.0,passenger_km,01_AUS,TAS-PAT-017(1),passenger,,,Country Official Statistics,,"National, International",Yearly,2016-12-31,ATO,air
passenger_km,air,72090000000.0,passenger_km,01_AUS,TAS-PAT-017(1),passenger,,,Country Official Statistics,,"National, International",Yearly,2017-12-31,ATO,air
passenger_km,air,73480000000.0,passenger_km,01_AUS,TAS-PAT-017(1),passenger,,,Country Official Statistics,,"National, International",Yearly,2018-12-31,ATO,air
passenger_km,air,73810000000.0,passenger_km,01_AUS,TAS-PAT-017(1),passenger,,,Country Official Statistics,,"National, International",Yearly,2019-12-31,ATO,air
passenger_km,air,55620000000.0,passenger_km,01_AUS,TAS-PAT-017(1),passenger,,,Country Official Statistics,,"National, International",Yearly,2020-12-31,ATO,air
passenger_km,air,27980000000.0,passenger_km,01_AUS,TAS-PAT-017(1),passenger,,,Country Official Statistics,,"National, International",Yearly,2021-12-31,ATO,air
revenue_passenger_km,air,172980000000.0,revenue passenger kilometers,01_AUS,TAS-PAT-017(2),passenger,,,International Council on Clean Transportation (ICCT),,"National, International",Yearly,2013-12-31,ATO,air
revenue_passenger_km,air,220500000000.0,revenue passenger kilometers,01_AUS,TAS-PAT-017(2),passenger,,,International Council on Clean Transportation (ICCT),,"National, International",Yearly,2018-12-31,ATO,air
revenue_passenger_km,air,217070000000.0,revenue passenger kilometers,01_AUS,TAS-PAT-017(2),passenger,,,International Council on Clean Transportation (ICCT),,"National, International",Yearly,2019-12-31,ATO,air
passenger_km,air,159061129229.856,passenger_km,01_AUS,TAS-PAT-017(3),passenger,,,"UN Statistics Division, ITF",,"National, International",Yearly,2018-12-31,ATO,air
passenger_km,all,288845191394.396,passenger_km,01_AUS,TAS-PAG-011,passenger,,,"UN Statistics Division, ITF",,"National, International",Yearly,2018-12-31,ATO,all
passenger_km,road,108455388662.918,passenger_km,01_AUS,TAS-PAG-005(1),passenger,all,,"UN Statistics Division, ITF",,National,Yearly,2018-12-31,ATO,all
passenger_km,road,288158000000.0,passenger_km,01_AUS,TAS-PAG-005(2),passenger,all,,World Bank (WB),,National,Yearly,2004-12-31,ATO,all
passenger_km,road,290280000000.0,passenger_km,01_AUS,TAS-PAG-005(2),passenger,all,,World Bank (WB),,National,Yearly,2005-12-31,ATO,all
passenger_km,road,298890000000.0,passenger_km,01_AUS,TAS-PAG-005(2),passenger,all,,World Bank (WB),,National,Yearly,2006-12-31,ATO,all
passenger_km,road,302123000000.0,passenger_km,01_AUS,TAS-PAG-005(2),passenger,all,,World Bank (WB),,National,Yearly,2007-12-31,ATO,all
passenger_km,road,302369000000.0,passenger_km,01_AUS,TAS-PAG-005(2),passenger,all,,World Bank (WB),,National,Yearly,2008-12-31,ATO,all
passenger_km,road,301450000000.0,passenger_km,01_AUS,TAS-PAG-005(2),passenger,all,,World Bank (WB),,National,Yearly,2009-12-31,ATO,all
passenger_km,road,303800000000.0,passenger_km,01_AUS,TAS-PAG-005(2),passenger,all,,World Bank (WB),,National,Yearly,2010-12-31,ATO,all
passenger_km,road,241510000000.0,passenger_km,01_AUS,TAS-PAG-005(3),passenger,all,,Country Official Statistics,,National,Yearly,1990-12-31,ATO,all
passenger_km,road,240410000000.0,passenger_km,01_AUS,TAS-PAG-005(3),passenger,all,,Country Official Statistics,,National,Yearly,1991-12-31,ATO,all
passenger_km,road,244060000000.0,passenger_km,01_AUS,TAS-PAG-005(3),passenger,all,,Country Official Statistics,,National,Yearly,1992-12-31,ATO,all
passenger_km,road,250710000000.0,passenger_km,01_AUS,TAS-PAG-005(3),passenger,all,,Country Official Statistics,,National,Yearly,1993-12-31,ATO,all
passenger_km,road,256540000000.0,passenger_km,01_AUS,TAS-PAG-005(3),passenger,all,,Country Official Statistics,,National,Yearly,1994-12-31,ATO,all
passenger_km,road,264360000000.0,passenger_km,01_AUS,TAS-PAG-005(3),passenger,all,,Country Official Statistics,,National,Yearly,1995-12-31,ATO,all
passenger_km,road,268530000000.0,passenger_km,01_AUS,TAS-PAG-005(3),passenger,all,,Country Official Statistics,,National,Yearly,1996-12-31,ATO,all
passenger_km,road,270060000000.0,passenger_km,01_AUS,TAS-PAG-005(3),passenger,all,,Country Official Statistics,,National,Yearly,1997-12-31,ATO,all
passenger_km,road,273170000000.0,passenger_km,01_AUS,TAS-PAG-005(3),passenger,all,,Country Official Statistics,,National,Yearly,1998-12-31,ATO,all
passenger_km,road,279080000000.0,passenger_km,01_AUS,TAS-PAG-005(3),passenger,all,,Country Official Statistics,,National,Yearly,1999-12-31,ATO,all
passenger_km,road,284410000000.0,passenger_km,01_AUS,TAS-PAG-005(3),passenger,all,,Country Official Statistics,,National,Yearly,2000-12-31,ATO,all
passenger_km,road,282310000000.0,passenger_km,01_AUS,TAS-PAG-005(3),passenger,all,,Country Official Statistics,,National,Yearly,2001-12-31,ATO,all
passenger_km,road,289420000000.0,passenger_km,01_AUS,TAS-PAG-005(3),passenger,all,,Country Official Statistics,,National,Yearly,2002-12-31,ATO,all
passenger_km,road,296870000000.0,passenger_km,01_AUS,TAS-PAG-005(3),passenger,all,,Country Official Statistics,,National,Yearly,2003-12-31,ATO,all
passenger_km,road,309780000000.0,passenger_km,01_AUS,TAS-PAG-005(3),passenger,all,,Country Official Statistics,,National,Yearly,2004-12-31,ATO,all
passenger_km,road,310790000000.0,passenger_km,01_AUS,TAS-PAG-005(3),passenger,all,,Country Official Statistics,,National,Yearly,2005-12-31,ATO,all
passenger_km,road,307080000000.0,passenger_km,01_AUS,TAS-PAG-005(3),passenger,all,,Country Official Statistics,,National,Yearly,2006-12-31,ATO,all
